login;birthday
W1401N5498;27.08.1973
W1401N5536;24.03.1992
W1401N5537;17.06.1977
W1401N5679;01.12.1994
W1401N5721;17.03.1979
W1401N5769;25.03.1978
W1401N5959;03.04.1992
W1401N5963;16.04.1997
W1401N5974;02.09.1992
W1401N6036;16.02.1980
W1401N6072;27.08.1988
W1401N6120;06.09.1995
W1401N6204;24.04.1990
W1401N6205;10.08.1961
W1401N6221;30.05.1994
W1401N6222;29.11.1992
W1401N6255;04.08.1997
W1401N6278;14.11.1995
W1401N6313;01.06.1994
W1401N6387;02.08.1967
W1401N6429;20.10.1987
W1401N6474;14.01.1999
W1401N6556;15.01.1989
W1401N6662;24.06.1990
W1401N6667;03.11.2001
W1401N6673;10.01.1999
W1401N6693;08.11.1994
W1401N6724;01.02.1981
W1401N6732;04.03.1986
W1401N6752;31.05.1987
W1401N6765;24.12.1978
W1401N6772;18.09.1995
W1401N6779;01.02.1973
W1401N6780;14.10.1986
W1401N6789;15.10.1983
W1401N6792;18.10.1982
W1401N6811;06.07.1952
W1401N6820;04.12.1987
W1401N6836;03.08.1989
W1401N6838;08.06.1987
W1401N6839;15.12.1999
W1401N6841;17.07.1991
W1401N6845;04.08.1987
W1401N6849;20.12.1982
W1401N6850;04.09.1991
W1401N6853;06.10.1994
W1401N6855;25.07.1959
W1401N6879;19.12.1997
W1401N6886;14.08.1991
W1401N6893;13.04.1993
W1401N6899;31.01.1989
W1401N6900;10.07.1999
W1401N6904;14.08.1977
W1401N6914;30.10.1995
W1401N6915;22.04.1992
W1401N6918;01.01.1987
W1401N6926;27.12.1982
W1401N6931;31.10.1987
W1401N6933;19.06.2000
W1401N6940;07.01.1996
W1401N6941;28.05.1995
W1401N6943;18.03.1995
W1401N6947;10.11.1981
W1401N6948;30.06.1974
W1401N6949;05.06.1988
W1401N6950;13.03.2000
W1401N6952;27.12.1960
W1401N6953;06.07.1990
W1401N6964;29.10.1979
W1401N6965;31.07.1993
W1401N6966;28.08.1980
W1401N6967;07.08.1987
W1401N6970;20.11.1984
W1401N6973;07.11.1983
W1401N6976;06.12.1989
W1401N7006;21.12.1992
W1401N7021;01.07.2003
W1401N7036;02.08.1993
W1401N7041;21.03.1991
W1401N7042;05.08.1991
W1401N7052;30.09.1988
W1401N7056;29.06.1990
W1401N7071;20.02.1998
W1401N7072;07.08.1985
W1401N7073;21.08.1979
W1401N7090;13.10.1987
W1401N7094;28.03.1986
W1401N7099;29.07.1986
W1401N7102;23.07.1988
W1401N7124;12.08.1994
W1401N7125;24.05.1982
W1401N7132;06.09.1989
W1401N7133;24.09.1979
W1401N7134;04.03.1989
W1401N7175;28.09.1986
W1401N7210;28.09.1985
W1401N7266;26.11.1973
W1401N7267;13.05.1961
W1401N7268;17.06.1986
W1401N7287;30.11.2001
W1401N7304;04.11.1984
W1401N7305;15.07.1995
W1401N7306;08.12.1987
W1401N7308;22.03.1994
W1401N7309;20.04.1991
W1401N7310;06.02.1980
W1401N7314;17.05.1978
W1401N7323;08.12.1981
W1401N7324;13.03.1987
W1401N7326;13.02.1977
W1401N7327;01.03.1993
W1401N7342;04.02.1978
W1401N7343;24.06.2000
W1401N7344;26.03.1995
W1401N7345;11.08.1985
W1401N7349;07.03.1985
W1401N7357;11.06.1997
W1401N7360;19.05.1980
W1401N7361;22.08.1988
W1401N7363;15.10.1991
W1401N7364;22.06.1960
W1401N7384;21.05.1984
W1401N7401;23.04.1983
W1401N7402;13.01.1979
W1401N7403;06.01.1993
W1401N7405;22.08.1984
W1401N7441;18.06.1984
W1401N7470;13.06.1980
W1401N7471;03.10.1999
W1401N7490;15.08.1999
W1401N7491;06.09.2000
W1401N7492;03.04.1989
W1401N7512;18.11.1997
W1401N7520;20.01.1999
W1401N7522;11.05.2000
W1401N7528;24.01.1996
W1401N7529;22.06.1979
W1401N7530;02.02.1996
W1401N7544;20.09.1992
W1401N7551;06.01.2002
W1401N7562;09.06.1999
W1401N7575;22.09.1998
W1401N7661;31.07.1997
W1401N7662;20.10.1999
W1401N7706;15.05.1996
W1401N7716;22.03.1996
W1401N7803;21.03.2000
W1401N7854;16.06.1992
W14588;21.07.1979
W1501N1046;01.08.1988
W1501N1052;11.02.1995
W1501N1093;27.09.1988
W1501N1158;01.02.1983
W1501N1232;15.01.1997
W1501N1308;06.04.1994
W1501N1325;06.10.1987
W1501N1391;17.09.1986
W1501N1485;12.12.1983
W1501N1498;03.06.1984
W1501N1509;28.10.1962
W1501N1511;23.08.1991
W1501N1525;08.12.1984
W1501N1532;06.11.1998
W1501N1549;25.06.1997
W1501N1579;03.03.1991
W1501N1603;03.04.1998
W1501N1604;04.01.1994
W1501N1612;24.10.1988
W1501N1622;29.10.1980
W1501N1645;06.03.1981
W1501N1721;21.06.1991
W1501N1737;09.05.1995
W1501N1798;20.06.1988
W1501N1801;20.02.1999
W1501N1802;27.04.2001
W1501N1856;24.11.1974
W1501N1865;30.06.1995
W1501N1872;07.04.1990
W1501N1914;17.03.1999
W1501N1916;10.02.1999
W1501N1928;09.01.1979
W1501N1933;31.03.1990
W1501N1951;05.07.2000
W1501N1958;02.12.1995
W1501N1972;23.07.1996
W1501N1974;18.11.1985
W1501N1982;21.06.2000
W1501N1985;22.07.1994
W1501N1986;14.01.2001
W1501N1992;27.10.1998
W1501N2003;02.10.1992
W1501N2004;27.05.2000
W1501N2015;28.02.1993
W1501N2018;10.10.1997
W1501N2026;23.12.1998
W1501N2035;10.08.1980
W1501N2036;06.02.1997
W1501N2051;09.09.1980
W1501N2054;26.08.1994
W1501N2072;26.06.1995
W1501N2073;11.03.1996
W1501N2083;10.05.1994
W1501N2091;07.02.2001
W1501N2092;06.01.1997
W1501N2097;06.03.1993
W1501N2138;10.12.1994
W1501N2141;07.09.2000
W1501N2142;24.10.2002
W1501N2147;21.10.1981
W1501N2156;27.11.1993
W1501N2157;30.04.1991
W1501N2167;27.11.1991
W1501N2169;04.02.1987
W1501N2173;20.02.2001
W1501N2176;25.12.2000
W1501N2180;23.06.1999
W1501N2202;11.09.1989
W1501N2217;20.03.1991
W1501N2239;22.06.1984
W1501N2244;10.07.1994
W1501N2247;29.06.1989
W1501N2249;14.07.1989
W1501N2250;08.09.1982
W1501N2262;18.09.1988
W1501N2313;03.12.1991
W1501N2328;04.01.1965
W1501N2333;14.08.1982
W1501N2343;18.09.1995
W1501N2357;29.06.1986
W1501N2373;21.04.1997
W1501N2378;01.02.1997
W1501N2379;25.09.2000
W1501N2387;25.12.1997
W1501N2429;08.01.2002
W1501N2430;04.10.2003
W1501N2441;24.08.1988
W1501N2456;09.08.1997
W1501N2465;10.10.1988
W1501N2466;27.08.1992
W1501N2471;17.05.1997
W1501N2483;19.08.1989
W1501N2518;14.02.2000
W1501N2524;14.02.2002
W1501N2526;21.04.2000
W1501N2535;04.05.1979
W1501N2536;05.01.1990
W1501N2651;31.12.1996
W1501N2657;18.07.1983
W1501N2660;18.03.1990
W1501N2663;14.02.1990
W1501N2669;28.11.2002
W1501N2694;28.01.2001
W1501N2723;16.07.1983
W1501N2726;22.06.2001
W1501N2762;09.11.1966
W1501N2767;14.04.1976
W1501N2768;12.06.2000
W1501N2769;10.07.1995
W1501N2770;22.12.1996
W1501N2788;04.12.1993
W1501N2789;11.11.1978
W1501N305;04.08.1985 23:00
W1501N318;08.04.1988 23:00
W1501N429;23.05.1991 11:00
W1501N479;06.04.1985 11:00
W1501N534;25.08.1991
W1501N753;26.08.1994
W1501N767;30.08.1985
W1501N812;21.01.1995
W1501N870;03.11.1994
W1501N880;30.07.1982
W1501N889;01.05.1986
W1501N924;05.11.1994
W1501N990;30.01.1987
W1601N10062;21.01.1997
W1601N10411;30.07.1997
W1601N10887;21.12.1966
W1601N10888;08.08.1967
W1601N10948;04.03.1986
W1601N10949;24.07.1967
W1601N10961;21.04.1994
W1601N11423;05.06.1983
W1601N11690;15.10.1999
W1601N11703;26.11.1988
W1601N11781;17.07.1980
W1601N11821;20.05.1967
W1601N11847;23.09.1980
W1601N11931;29.05.1994
W1601N12121;15.05.1996
W1601N12122;09.08.1983
W1601N12184;01.11.1978
W1601N12239;17.05.1980
W1601N12306;08.12.1982
W1601N12357;28.08.1981
W1601N12501;05.12.1988
W1601N12598;27.08.2002
W1601N12600;10.12.1997
W1601N12632;14.09.1993
W1601N12635;19.12.1999
W1601N12636;29.05.1985
W1601N12660;09.08.2003
W1601N12676;08.02.1987
W1601N12677;25.11.1983
W1601N12685;22.08.2000
W1601N12898;14.05.1992
W1601N13183;22.06.1995
W1601N13802;06.11.1996
W1601N13826;27.05.1982
W1601N13827;01.09.1979
W1601N13904;16.04.2003
W1601N13939;11.01.1982
W1601N14059;24.02.1984
W1601N14195;30.05.1987
W1601N14409;01.01.1978
W1601N14482;02.02.2002
W1601N14499;03.05.1985
W1601N14589;15.08.1977
W1601N14651;11.04.1985
W1601N14666;01.06.2000
W1601N14803;02.11.1981
W1601N14865;11.08.1995
W1601N14870;17.03.1974
W1601N14936;21.10.1991
W1601N14962;05.10.1993
W1601N14983;22.08.1994
W1601N15106;12.01.1989
W1601N15124;25.01.1985
W1601N15127;01.10.1983
W1601N15180;20.10.1998
W1601N15186;22.10.1994
W1601N15194;07.04.1997
W1601N15280;13.03.1991
W1601N15298;29.01.1997
W1601N15318;03.09.1996
W1601N15350;16.12.1981
W1601N15351;10.06.1989
W1601N15661;08.12.1981
W1601N16086;09.12.1993
W1601N16162;03.10.1983
W1601N16182;09.09.1985
W1601N16226;14.10.1995
W1601N16235;07.12.1995
W1601N16236;11.01.2001
W1601N17073;30.06.1959
W1601N17105;23.03.1988
W1601N17114;19.06.1984
W1601N17154;08.08.1989
W1601N355;30.11.1983
W1601N4044;30.07.1977
W1601N4306;14.10.1991
W1601N4726;10.05.1991
W1601N6020;04.08.1975
W1601N6292;09.07.1983
W1601N6730;18.09.1991
W1601N7290;25.08.1989
W1601N7329;16.03.1994
W1601N7551;29.03.1985
W1601N7865;15.09.1991
W1601N8079;06.04.1978
W1601N8080;03.11.1991
W1601N8201;17.08.1970
W1601N8364;07.07.1990
W1601N8414;14.10.1983
W1601N8551;30.09.1994
W1601N8684;03.05.1981
W1601N8958;31.10.1981
W1601N9001;03.03.1990
W1601N9157;18.03.1974
W1601N9267;15.06.1986
W1601N9488;15.01.1987
W1601N9498;19.06.1987
W1601N9558;05.08.1964
W1602N1473;19.03.1990 23:00
W1602N2115;24.07.1972
W1602N2592;22.03.1991
W1602N2645;28.01.1981
W1602N2662;17.02.1978
W1602N2812;22.03.1991
W1602N2978;13.07.1974
W1602N3050;30.01.1964
W1602N3238;03.01.1984
W1602N3460;21.01.1986
W1602N3744;21.12.1988
W1602N3759;30.11.1988
W1602N3882;13.01.1976
W1602N3921;09.06.1983
W1602N3986;01.06.1981
W1602N3987;09.10.1982
W1602N3996;16.06.1994
W1602N4007;26.02.1992
W1602N4024;13.05.1990
W1602N4059;20.10.1998
W1602N4265;15.10.1994
W1602N4308;23.10.1978
W1602N4310;07.06.1983
W1602N4563;03.10.1986
W1602N4569;26.10.1980
W1602N4571;18.12.1975
W1602N4609;17.12.1982
W1602N4615;26.06.1967
W1602N4634;28.02.1976
W1602N4641;04.06.1983
W1602N4642;19.11.1975
W1602N4647;08.07.1979
W1602N4663;16.02.1983
W1602N4742;02.01.1983
W1602N4811;23.10.1970
W1602N4851;07.05.1983
W1602N4858;15.07.1978
W1602N4905;06.07.1988
W1602N4906;29.04.1984
W1602N5056;11.07.1991
W1602N5068;14.05.1987
W1602N5250;27.08.1980
W1602N5345;28.07.1990
W1602N5397;31.12.1986
W1602N5406;08.06.1981
W1602N5579;17.06.1999
W1602N5789;17.06.1993
W1602N5957;12.07.1990
W1602N5973;10.07.1988
W1602N6029;12.07.1980
W1602N6087;06.12.1971
W1602N6238;13.11.1972
W1602N6331;22.01.1987
W1602N6363;24.12.1983
W1602N6425;06.11.1996
W1602N6432;29.09.1981
W1602N6496;06.02.1996
W1602N6587;17.10.1976
W1602N6714;09.10.1989
W1602N6788;23.09.1999
W1602N7086;05.09.1993
W1602N7108;24.07.1982
W1602N7124;02.04.1994
W1602N7128;08.10.1988
W1602N7144;16.02.1988
W1602N7184;08.03.1988
W1602N7189;12.10.1978
W1602N7220;18.07.1983
W1602N7226;09.08.1989
W1602N7239;04.04.2000
W1602N7242;23.11.2000
W1602N7271;22.11.1998
W1602N7274;22.07.1992
W1602N7328;24.01.1994
W1602N7381;14.10.1987
W1602N7472;02.05.1986
W1602N7698;23.09.1999
W1602N7714;05.11.1983
W1602N7784;12.11.1983
W1602N7967;23.08.1980
W1602N8063;19.02.1993
W1602N8141;07.03.1990
W1602N8147;02.12.1992
W1602N8158;01.10.2001
W1602N8197;30.07.1983
W1602N8257;21.05.1977
W1602N8285;29.09.1986
W1602N8332;04.06.1988
W1602N8373;26.07.1993
W1603N2837;26.07.1995
W1603N3778;03.05.1985
W1702N1003;19.09.1987
W1702N1006;11.11.1991
W1702N1026;27.05.1987
W1702N1032;20.09.1997
W1702N1051;26.03.1994
W1702N1102;04.03.1998
W1702N1110;14.09.1996
W1702N1112;30.11.1988
W1702N1113;03.07.1989
W1702N1114;01.05.1988
W1702N1115;19.08.1981
W1702N1117;24.01.1984
W1702N1154;09.10.1985
W1702N1158;06.01.1983
W1702N1187;15.04.1984
W1702N1189;19.11.1992
W1702N1190;02.03.1989
W1702N1199;02.12.1999
W1702N1200;13.03.1999
W1702N1211;19.11.1989
W1702N1216;24.12.1985
W1702N1217;09.02.1975
W1702N1220;21.03.1986
W1702N1228;27.05.1994
W1702N1232;12.01.1988
W1702N1235;20.01.1997
W1702N1236;24.07.1993
W1702N1239;22.02.2000
W1702N1241;09.03.1995
W1702N1242;31.10.1995
W1702N1247;03.04.1998
W1702N1248;03.05.1995
W1702N1258;11.01.1983
W1702N1259;03.03.1985
W1702N1262;25.01.1996
W1702N1267;15.07.1991
W1702N1297;20.01.1994
W1702N1309;02.01.1990
W1702N1311;10.07.1995
W1702N1313;27.09.1987
W1702N1334;21.02.1987
W1702N1335;03.04.1986
W1702N1337;07.05.1987
W1702N1338;03.10.1975
W1702N1339;21.12.1981
W1702N1342;31.12.1987
W1702N1360;29.07.1992
W1702N1374;20.02.1992
W1702N1379;30.04.1994
W1702N1380;12.07.1990
W1702N1382;30.01.2003
W1702N1395;12.03.1988
W1702N1396;09.07.1995
W1702N1429;29.05.1998
W1702N1435;07.06.1988
W1702N1458;28.10.1989
W1702N1470;24.02.1972
W1702N1475;13.11.1987
W1702N1479;03.07.1986
W1702N1484;04.01.1997
W1702N1490;30.12.2003
W1702N1491;01.06.1987
W1702N1493;10.06.1988
W1702N1495;19.02.1994
W1702N1501;21.06.1990
W1702N1507;24.06.1996
W1702N1508;10.08.1987
W1702N1525;26.05.1985
W1702N1526;17.04.1987
W1702N1527;27.03.1997
W1702N1533;25.02.1992
W1702N1535;17.05.1986
W1702N1541;13.11.1976
W1702N1543;18.06.1993
W1702N1559;13.11.1997
W1702N1563;05.05.1978
W1702N1567;22.01.1998
W1702N1592;22.03.1986
W1702N1595;11.11.1981
W1702N1596;10.09.1992
W1702N1603;27.01.1992
W1702N1611;17.11.1989
W1702N1612;11.02.1991
W1702N1617;28.04.1987
W1702N1625;03.09.1991
W1702N1626;16.06.2003
W1702N1628;21.09.1970
W1702N1636;03.04.2001
W1702N1642;28.06.1991
W1702N1646;30.10.1995
W1702N172;04.02.1991 11:00
W1702N198;04.12.1981
W1702N305;28.01.1995
W1702N334;11.02.1994
W1702N356;26.11.1985
W1702N357;01.11.1981
W1702N360;26.06.1984
W1702N447;09.08.1982
W1702N456;30.06.1987
W1702N457;26.11.1990
W1702N477;09.05.1975
W1702N480;14.01.1988
W1702N482;06.05.1993
W1702N483;20.11.1987
W1702N484;11.04.1989
W1702N505;22.03.1993
W1702N533;20.10.1976
W1702N551;10.07.1985
W1702N554;03.06.1981
W1702N563;02.06.1987
W1702N573;25.01.1989
W1702N615;29.08.1990
W1702N648;05.01.1996
W1702N651;04.12.1962
W1702N696;21.02.1988
W1702N726;05.07.1990
W1702N754;21.12.1993
W1702N78;14.10.1987 23:00
W1702N80;09.04.1985 23:00
W1702N807;06.01.1994
W1702N813;19.09.1987
W1702N845;10.06.1990
W1702N866;23.02.1985
W1702N873;26.10.1990
W1702N881;01.01.1978
W1702N906;12.04.1970
W1702N922;17.01.1989
W1702N934;19.10.1998
W1702N947;05.01.1989
W1702N959;22.03.1995
W1702N960;07.07.1994
W1702N962;08.01.1991
W1702N969;17.05.1986
W1702N972;23.01.1990
W1702N973;15.10.1999
W1702N976;03.11.1993
W1702N998;12.12.1984
W1801N10026;31.10.1982
W1801N10049;26.11.1968
W1801N10053;05.04.1965
W1801N10054;23.08.1973
W1801N10065;15.05.1986
W1801N10098;02.09.1999
W1801N10108;05.03.1986
W1801N10123;25.01.1985
W1801N10201;04.01.1995
W1801N10253;17.01.1992
W1801N10255;13.07.1991
W1801N10257;18.07.1989
W1801N10275;11.04.1999
W1801N10288;14.05.1986
W1801N10304;05.06.1983
W1801N10305;30.07.1984
W1801N10310;13.05.1986
W1801N10335;19.09.1994
W1801N10377;24.06.1993
W1801N10383;30.06.1992
W1801N10387;27.05.1959
W1801N10420;21.07.1986
W1801N10423;13.09.1975
W1801N10475;10.05.1988
W1801N10482;14.03.1972
W1801N10497;20.12.1989
W1801N10515;17.04.1981
W1801N10541;27.07.1980
W1801N10564;04.07.1987
W1801N10585;29.03.1971
W1801N10612;09.03.1983
W1801N10615;04.03.1995
W1801N10639;02.06.1997
W1801N10644;31.08.1985
W1801N10646;21.03.1986
W1801N10660;22.07.1985
W1801N10661;08.04.1998
W1801N10663;25.02.1990
W1801N10669;08.09.1984
W1801N10688;01.09.1990
W1801N10704;26.04.1988
W1801N10732;14.06.1986
W1801N10736;11.08.1973
W1801N10740;30.08.1995
W1801N10771;25.09.1990
W1801N10788;19.07.1985
W1801N10799;23.01.1987
W1801N10800;10.12.1987
W1801N10802;09.09.1987
W1801N10805;22.03.1971
W1801N10806;27.02.1984
W1801N10820;26.03.1982
W1801N10839;29.01.1968
W1801N10864;15.06.1996
W1801N10883;16.10.1984
W1801N10941;16.09.1990
W1801N10942;23.09.1991
W1801N10945;25.06.1975
W1801N10948;17.03.1984
W1801N10950;19.05.1977
W1801N10953;30.07.1985
W1801N10985;28.12.1988
W1801N11008;16.04.1988
W1801N11022;01.03.1999
W1801N11023;10.05.1998
W1801N11026;09.02.1984
W1801N11028;11.11.1985
W1801N11043;29.05.1986
W1801N11051;13.05.1993
W1801N11055;14.05.1991
W1801N11113;04.11.1989
W1801N11115;20.09.1987
W1801N11129;02.04.1989
W1801N11189;13.08.1988
W1801N11215;20.03.1992
W1801N11233;19.09.1981
W1801N11234;01.06.1987
W1801N11235;23.03.1989
W1801N11242;23.04.1969
W1801N11320;28.04.1999
W1801N11323;01.12.1992
W1801N11334;15.08.1997
W1801N11335;07.05.1993
W1801N11337;23.05.1992
W1801N11338;24.01.1980
W1801N11342;27.01.2001
W1801N11343;12.05.1995
W1801N11344;20.03.1991
W1801N11345;30.01.1998
W1801N11352;11.06.1991
W1801N11353;21.11.1984
W1801N11354;05.05.2000
W1801N11355;19.09.2001
W1801N11362;24.05.1984
W1801N11363;24.01.1994
W1801N11380;24.07.1984
W1801N11381;11.04.1995
W1801N11388;13.10.1988
W1801N11393;11.10.1977
W1801N11395;22.10.1988
W1801N11398;09.06.1990
W1801N11401;18.04.1989
W1801N11409;20.07.1987
W1801N11432;11.08.1974
W1801N11434;26.08.1999
W1801N11442;19.07.1986
W1801N11457;24.07.1998
W1801N11484;28.12.1989
W1801N11502;02.05.1990
W1801N11504;18.06.1981
W1801N11516;15.09.1990
W1801N11519;23.06.1987
W1801N11523;07.11.1986
W1801N11528;30.05.2001
W1801N11558;25.06.2000
W1801N11564;01.08.1991
W1801N11587;28.01.1968
W1801N11588;04.07.1976
W1801N11593;23.05.1978
W1801N11614;02.10.1980
W1801N11633;02.10.1991
W1801N11710;20.06.1983
W1801N11787;27.05.1990
W1801N11876;17.12.1985
W1801N11877;06.01.1987
W1801N11885;24.07.1991
W1801N11888;20.04.1979
W1801N11912;11.02.1964
W1801N11918;28.03.1990
W1801N11919;26.09.1969
W1801N11923;15.08.1988
W1801N11927;10.03.1989
W1801N11928;18.04.1994
W1801N11946;06.11.1987
W1801N11956;08.05.1989
W1801N11957;10.12.1987
W1801N11959;01.01.1992
W1801N11964;24.05.1988
W1801N11965;28.10.1987
W1801N11966;07.03.1986
W1801N12040;01.04.1975
W1801N12103;23.08.2002
W1801N12104;19.11.1982
W1801N12106;20.01.1982
W1801N12110;20.04.1989
W1801N12121;02.10.1977
W1801N12161;04.09.1984
W1801N12164;28.10.1986
W1801N12189;04.12.1994
W1801N12193;03.04.1978
W1801N12200;05.06.2000
W1801N12206;25.01.1979
W1801N12242;22.11.1988
W1801N12245;22.02.1969
W1801N12246;14.10.2000
W1801N12254;31.07.1978
W1801N12265;24.02.1988
W1801N12268;22.03.1985
W1801N12269;17.06.1980
W1801N12270;19.10.1980
W1801N12276;31.07.1971
W1801N12281;12.06.1993
W1801N12287;27.08.2001
W1801N12290;07.01.1992
W1801N12294;02.04.1978
W1801N12298;19.09.1991
W1801N12304;19.11.1989
W1801N12313;08.10.1993
W1801N12323;21.04.1981
W1801N12324;21.07.1992
W1801N12330;06.04.2004
W1801N12331;23.11.1978
W1801N12334;15.10.1977
W1801N12354;13.11.1995
W1801N12362;22.05.1963
W1801N12365;18.05.2001
W1801N12371;08.02.1986
W1801N12386;01.04.1992
W1801N12392;25.06.1979
W1801N12393;23.10.1985
W1801N12394;19.06.1962
W1801N12427;05.11.1982
W1801N12433;21.01.1989
W1801N12434;16.06.1999
W1801N12446;16.04.1988
W1801N12473;04.10.1987
W1801N12496;12.08.1995
W1801N12497;31.08.1993
W1801N12499;13.04.1994
W1801N12500;08.04.1986
W1801N12501;05.02.1985
W1801N12540;13.10.2002
W1801N12568;16.02.2002
W1801N12570;28.04.1991
W1801N12571;02.09.2004
W1801N12592;23.07.1988
W1801N12596;06.06.1991
W1801N12611;16.09.1986
W1801N12688;01.12.1984
W1801N12713;20.01.1987
W1801N12714;10.02.1974
W1801N12721;02.07.1981
W1801N12743;19.02.2001
W1801N12748;31.10.2003
W1801N12757;09.12.1989
W1801N12779;30.05.1980
W1801N12780;01.04.1983
W1801N12783;25.04.1985
W1801N12788;18.05.1976
W1801N12789;18.07.1990
W1801N12790;13.02.1997
W1801N12791;14.06.1985
W1801N12809;07.01.1989
W1801N12815;16.12.1968
W1801N12898;16.07.1991
W1801N12927;05.08.2001
W1801N12948;21.09.1972
W1801N12949;09.02.1990
W1801N12999;02.04.1972
W1801N130;08.01.1989 23:00
W1801N13013;12.05.1990
W1801N13019;19.09.1984
W1801N13034;11.02.1998
W1801N13035;09.07.1981
W1801N13044;22.10.1984
W1801N13045;18.04.1971
W1801N13050;30.06.1980
W1801N1431;01.11.1985 23:00
W1801N1703;19.06.1989 23:00
W1801N1778;12.04.1984 23:00
W1801N1814;02.09.1981
W1801N2072;02.06.1970 23:00
W1801N2481;28.06.1975 23:00
W1801N2543;21.05.1978
W1801N2673;08.07.1976
W1801N2836;19.05.1979 23:00
W1801N2870;15.12.1984
W1801N2935;13.06.1988
W1801N2940;22.08.1989 23:00
W1801N3013;29.03.1982
W1801N3046;01.09.1970
W1801N3065;25.09.1989
W1801N3119;05.07.1983
W1801N3124;02.03.1969 23:00
W1801N3149;20.04.1991
W1801N3180;07.09.1978 23:00
W1801N3298;18.08.1985 23:00
W1801N3377;01.06.1977 23:00
W1801N3428;30.08.1991 23:00
W1801N3744;19.06.1985 23:00
W1801N4028;25.09.1977 23:00
W1801N4185;04.06.1992 11:00
W1801N4358;17.06.1983 23:00
W1801N4398;06.05.1989 23:00
W1801N4433;08.02.1988
W1801N4492;11.06.1973
W1801N4562;19.04.1988
W1801N4576;15.05.1979
W1801N4645;16.08.1969
W1801N4740;12.05.1979
W1801N4747;21.08.1994
W1801N4753;16.04.1968
W1801N478;22.08.1984
W1801N4803;13.08.1986
W1801N4807;13.09.1987
W1801N4893;11.01.1986
W1801N4905;08.07.1980
W1801N4911;04.01.1991
W1801N5062;07.03.1984
W1801N5131;24.04.1980
W1801N5232;09.06.1973
W1801N5249;01.02.1988
W1801N5282;26.08.1977
W1801N5354;27.09.1973
W1801N5517;14.05.1986
W1801N5559;07.07.1984
W1801N5581;11.08.1980
W1801N5667;11.04.1987
W1801N5769;15.06.1986
W1801N5814;30.07.1992
W1801N5815;10.10.1964
W1801N5928;19.10.1984
W1801N5933;21.07.1981
W1801N6015;02.10.1988
W1801N6037;06.03.1978
W1801N6040;13.01.1992
W1801N6046;12.09.1982
W1801N6178;23.04.1987
W1801N6315;24.01.1984
W1801N6451;01.03.1984
W1801N6629;23.07.1986
W1801N6821;05.08.1986
W1801N6987;28.05.1986
W1801N6997;03.03.1999
W1801N7119;17.09.1984
W1801N7160;23.02.1988
W1801N7184;28.09.1977
W1801N7190;29.11.1969
W1801N7197;01.01.1986
W1801N7276;10.05.1972
W1801N7279;12.06.1977
W1801N7290;20.02.1985
W1801N7322;06.05.1984
W1801N7327;09.08.1985
W1801N7367;21.06.1983
W1801N7394;25.01.1986
W1801N7396;17.06.1989
W1801N7413;18.11.1986
W1801N7462;03.05.1973
W1801N7463;18.08.1990
W1801N7477;19.11.1985
W1801N7483;30.10.1985
W1801N7484;08.03.1990
W1801N7544;11.08.1983
W1801N7549;16.01.1989
W1801N7551;03.03.1993
W1801N7567;05.01.1988
W1801N7610;14.04.1981
W1801N7675;06.03.1972
W1801N7750;22.04.1982
W1801N7790;03.09.1976
W1801N7807;26.07.1996
W1801N7812;12.07.1992
W1801N7813;06.11.1972
W1801N7816;11.01.1989
W1801N7823;19.09.1989
W1801N7839;14.05.1997
W1801N7855;10.09.1978
W1801N7888;09.08.1987
W1801N7889;27.08.1986
W1801N7908;08.05.1992
W1801N7916;05.08.1988
W1801N7939;15.11.1985
W1801N7975;05.09.1989
W1801N8015;19.04.1986
W1801N8060;13.03.1978
W1801N8094;14.09.1993
W1801N8160;03.03.1989
W1801N8207;30.12.1991
W1801N8299;01.05.1985
W1801N8302;23.12.1982
W1801N8585;01.04.1993
W1801N8619;15.09.1986
W1801N8635;11.09.1986
W1801N8647;22.03.1983
W1801N8703;10.08.1976
W1801N8724;06.03.1989
W1801N8749;12.03.1994
W1801N8750;09.07.1991
W1801N8753;18.08.1986
W1801N8756;10.02.1975
W1801N8810;17.08.1992
W1801N8814;27.05.1987
W1801N8820;23.01.1993
W1801N8863;29.05.1976
W1801N8874;01.01.1982
W1801N8918;14.07.1987
W1801N8924;21.05.1988
W1801N8942;25.06.1991
W1801N8957;14.08.1982
W1801N9067;23.05.1985
W1801N9102;10.03.1985
W1801N9111;26.03.1983
W1801N9114;21.08.1969
W1801N9140;10.02.1992
W1801N9192;10.09.1977
W1801N9233;03.12.1972
W1801N9262;20.06.1979
W1801N9316;31.03.1985
W1801N9394;14.07.1990
W1801N9407;18.10.1967
W1801N9458;23.12.1989
W1801N9543;11.05.1979
W1801N9570;27.03.1996
W1801N9601;25.04.1984
W1801N9602;20.09.1990
W1801N9676;11.07.1993
W1801N9677;01.05.1988
W1801N9762;24.09.1980
W1801N9864;09.03.1986
W1801N9866;04.05.1981
W1801N9872;22.03.1983
W1801N9903;04.11.1992
W1801N9904;29.03.1971
W1801N9905;25.09.1998
W1801N9935;12.10.1977
W1801N9947;02.01.1989
W1801N9962;12.09.1981
W1801N9987;19.08.1975
W1801N9995;17.11.1986
W18536;20.09.1973 23:00
W1902N1064;02.10.1980
W1902N1090;14.04.1977
W1902N1091;18.12.1974
W1902N111;14.04.1981
W1902N1167;18.06.1982
